Subject ID, trial_name, pathlength, ref/near/far
3765,pink_cylinder_placard,0.9785566319915233,ref
3765,cow_placard,1.4027334216953022,near
3765,airplane_placard,0.990857995042461,far
3765,blue_cube_placard,5.922392549440701,ref
3765,car_placard,3.7168671018444,far
3765,red_ball_placard,3.979764742369298,ref
3765,pooh_placard,3.2026669437618693,near
3765,lion_placard,4.321987480077951,far
3765,yellow_pyramid_placard,3.170843629974115,ref
3765,book_placard,6.109295036672847,far
3765,orange_box_placard,4.143121929242625,ref
3765,elephant_placard,1.9122350589677808,near
3765,frog_placard,2.4393635420274222,far
3765,green_cone_placard,4.2271211130864685,ref
3773,pink_cylinder_placard,1.3393441387197527,ref
3773,cow_placard,3.1479177990404423,near
3773,airplane_placard,3.306859984410039,far
3773,blue_cube_placard,1.8555870277850772,ref
3773,boat_placard,4.535324121708982,near
3773,car_placard,3.18691378319636,far
3773,red_ball_placard,4.629078036041392,ref
3773,pooh_placard,5.532848545524757,near
3773,lion_placard,4.945092138628752,far
3773,yellow_pyramid_placard,4.663783516194599,ref
3773,book_placard,5.455127363807151,far
3773,orange_box_placard,2.542777067392308,ref
3773,elephant_placard,2.796825896391965,near
3773,frog_placard,2.100127397221513,far
3773,duck_placard,7.450113377060916,near
3773,raptor_placard,17.184511681658933,far
3798,pink_cylinder_placard,3.153169788987725,ref
3798,frog_placard,3.1523673382835113,near
3798,blue_cube_placard,7.035719573176721,ref
3798,airplane_placard,41.76226661490364,near
3798,cow_placard,0.7314181611400272,far
3798,red_ball_placard,0.9660016293637455,ref
3798,book_placard,28.15899296327916,near
3798,duck_placard,1.089079305532323,far
3798,yellow_pyramid_placard,4.602587328035952,ref
3798,boat_placard,2.9380655961786033,far
3798,orange_box_placard,2.6547650914944825,ref
3798,car_placard,2.768608635991768,near
3798,pooh_placard,5.125394885792048,far
3798,green_cone_placard,18.926136306030457,ref
3798,raptor_placard,1.2464583351684269,near
3798,elephant_placard,3.6306677221655264,far
3805,blue_cube_placard,6.63829819403054,ref
3805,duck_placard,2.7090408694584767,far
3805,boat_placard,3.842684801811629,far
3805,orange_box_placard,3.9859768217284,ref
3805,car_placard,3.1736727837214858,near
3805,pooh_placard,3.55701670959661,far
3805,raptor_placard,1.2966319560073316,near
3805,elephant_placard,0.9602636408890248,far
3809,pink_cylinder_placard,0.7907301616196492,ref
3809,cow_placard,1.5113844976031032,near
3809,airplane_placard,0.2747912723571062,far
3809,blue_cube_placard,3.225399573086179,ref
3809,boat_placard,0.6908741738097888,near
3809,car_placard,1.9112855163839413,far
3809,red_ball_placard,3.2742127599194646,ref
3809,pooh_placard,3.3689168796991,near
3809,lion_placard,5.477528551102296,far
3809,yellow_pyramid_placard,1.8157487534481334,ref
3809,hippo_placard,3.244714562446461,near
3809,book_placard,2.476401540923689,far
3809,orange_box_placard,1.3066728552876157,ref
3809,elephant_placard,1.0545711985614616,near
3809,green_cone_placard,14.22031479975044,ref
3809,duck_placard,4.329749745782465,near
3809,raptor_placard,5.005660060793161,far
3818,frog_placard,4.188661028369097,near
3818,hippo_placard,3.0117864236526657,far
3818,airplane_placard,2.2892125517391833,near
3818,cow_placard,3.8784169262207797,far
3818,book_placard,33.142702257952806,near
3818,duck_placard,3.6812953050321084,far
3818,lion_placard,2.9300855998153565,near
3818,boat_placard,3.8499181421975663,far
3818,pooh_placard,3.5169837536959676,far
3818,green_cone_placard,1.3650408251560293,ref
3818,raptor_placard,4.612536148229992,near
3818,elephant_placard,1.3797274103344535,far
3822,pink_cylinder_placard,1.0083862619940192,ref
3822,cow_placard,0.4859889437939273,near
3822,airplane_placard,3.602158955266077,far
3822,blue_cube_placard,2.3281350343240774,ref
3822,boat_placard,9.624191495562627,near
3822,car_placard,1.7614063141045335,far
3822,red_ball_placard,8.262221678090555,ref
3822,pooh_placard,5.476395906829566,near
3822,lion_placard,6.296153986630088,far
3822,yellow_pyramid_placard,2.7865727000717015,ref
3822,hippo_placard,6.9750046851695515,near
3822,book_placard,4.8736278001342725,far
3822,orange_box_placard,1.2438136374112219,ref
3822,elephant_placard,8.896290222970492,near
3822,frog_placard,2.106607717098086,far
3822,green_cone_placard,3.9172237105085514,ref
3822,duck_placard,3.5749668864648356,near
3822,raptor_placard,3.2111348264718345,far
3823,pink_cylinder_placard,4.7323986000192235,ref
3823,frog_placard,4.115839861900895,near
3823,hippo_placard,6.4578512871521525,far
3823,blue_cube_placard,2.1736173711251467,ref
3823,airplane_placard,26.68122546358063,near
3823,cow_placard,1.3689578128178255,far
3823,red_ball_placard,3.200303445704776,ref
3823,duck_placard,4.342309727457177,far
3823,yellow_pyramid_placard,3.9361928948455898,ref
3823,lion_placard,9.078545233831392,near
3823,orange_box_placard,1.5800711924675852,ref
3823,car_placard,3.6079094482847722,near
3823,pooh_placard,2.953575746751085,far
3823,green_cone_placard,1.2064066653692862,ref
3823,raptor_placard,1.9453162817226257,near
3823,elephant_placard,1.4055563612491824,far
3829,pink_cylinder_placard,0.7455553596955724,ref
3829,cow_placard,0.6300877020694315,near
3829,airplane_placard,4.64037782025116,far
3829,blue_cube_placard,1.221230317165464,ref
3829,boat_placard,1.764631239362643,near
3829,car_placard,2.030113553395495,far
3829,red_ball_placard,4.432799777627224,ref
3829,pooh_placard,4.522529685447807,near
3829,lion_placard,7.101531234184222,far
3829,yellow_pyramid_placard,3.2109474943572422,ref
3829,hippo_placard,11.996964649428264,near
3829,book_placard,5.962752390420064,far
3829,orange_box_placard,0.6394028240274565,ref
3829,elephant_placard,1.643502851948142,near
3829,frog_placard,2.3682334570912644,far
3829,green_cone_placard,11.62272778510669,ref
3829,duck_placard,4.854824229973019,near
3829,raptor_placard,4.702231873488927,far
3834,pink_cylinder_placard,5.5514966238697525,ref
3834,frog_placard,4.2322164606521255,near
3834,hippo_placard,27.733438430688693,far
3834,blue_cube_placard,2.6641893146952498,ref
3834,cow_placard,1.1117303277133033,far
3834,red_ball_placard,2.044773216257454,ref
3834,book_placard,1.491759098789771,near
3834,duck_placard,2.6720196702808607,far
3834,yellow_pyramid_placard,15.252819140459906,ref
3834,lion_placard,2.424949217980611,near
3834,boat_placard,3.323961880952993,far
3834,orange_box_placard,4.374438972042299,ref
3834,car_placard,2.588372485508444,near
3834,pooh_placard,2.0313400638406165,far
3834,green_cone_placard,0.6616200279895565,ref
3834,raptor_placard,0.9532159150403459,near
3834,elephant_placard,0.24720254955491328,far
3835,pink_cylinder_placard,1.8579729529374163,ref
3835,cow_placard,5.022222581261303,near
3835,airplane_placard,2.128208046960026,far
3835,blue_cube_placard,3.408853232214824,ref
3835,boat_placard,3.334687392314663,near
3835,car_placard,4.942478797427611,far
3835,red_ball_placard,4.38087125401762,ref
3835,pooh_placard,8.554739036408137,near
3835,lion_placard,4.778851472185693,far
3835,yellow_pyramid_placard,3.132131288637538,ref
3835,hippo_placard,2.84663214484317,near
3835,book_placard,4.2093942331166545,far
3835,orange_box_placard,1.4972643880064425,ref
3835,elephant_placard,2.1997125052366755,near
3835,frog_placard,2.3314264182990883,far
3835,duck_placard,5.52755627085935,near
3835,raptor_placard,3.530565595281587,far
3839,pink_cylinder_placard,2.546398430350564,ref
3839,cow_placard,1.5698221083148383,near
3839,airplane_placard,3.778826696710894,far
3839,blue_cube_placard,2.1736216667504777,ref
3839,boat_placard,6.905687467661664,near
3839,car_placard,2.4984139990719996,far
3839,red_ball_placard,4.975202690184233,ref
3839,pooh_placard,2.883101117578917,near
3839,lion_placard,4.554049806285548,far
3839,yellow_pyramid_placard,2.4064838654521736,ref
3839,hippo_placard,3.494436672604934,near
3839,book_placard,4.0725522330612876,far
3839,orange_box_placard,1.6386598762692302,ref
3839,elephant_placard,3.566281630162848,near
3839,frog_placard,2.1506448062864365,far
3839,green_cone_placard,8.00487106476794,ref
3839,duck_placard,12.357095684194064,near
3839,raptor_placard,2.5802833850357274,far
3848,pink_cylinder_placard,4.512190292336527,ref
3848,cow_placard,4.33191353258735,near
3848,airplane_placard,4.950597915190883,far
3848,blue_cube_placard,5.848938503582758,ref
3848,boat_placard,2.196860384102365,near
3848,car_placard,4.409164993572631,far
3848,red_ball_placard,3.245155769356643,ref
3848,pooh_placard,4.657557525642005,near
3848,lion_placard,3.856706493119418,far
3848,yellow_pyramid_placard,2.9230827013016096,ref
3848,hippo_placard,5.238308069210689,near
3848,book_placard,4.088356584179564,far
3848,orange_box_placard,4.353569730930758,ref
3848,elephant_placard,1.708362967926405,near
3848,frog_placard,2.5722220237566944,far
3848,green_cone_placard,2.8639048237273528,ref
3848,duck_placard,7.387915325554786,near
3848,raptor_placard,2.6991042776207905,far
3859,frog_placard,8.831781490345747,near
3859,hippo_placard,4.33771835679363,far
3859,blue_cube_placard,1.4604649466928095,ref
3859,airplane_placard,5.6565977022801235,near
3859,cow_placard,0.9907367472660553,far
3859,book_placard,2.1011372033244697,near
3859,duck_placard,2.743295492582547,far
3859,yellow_pyramid_placard,0.13991079043807986,ref
3859,lion_placard,5.870446541919591,near
3859,boat_placard,3.6729727517813444,far
3859,orange_box_placard,0.060487596078019124,ref
3859,car_placard,3.851429520891543,near
3859,pooh_placard,3.5239123439278046,far
3859,raptor_placard,1.809115544660017,near
3859,elephant_placard,5.089933340470452,far
3864,pink_cylinder_placard,7.764153568263282,ref
3864,frog_placard,5.392554276550072,near
3864,hippo_placard,5.324441644421313,far
3864,blue_cube_placard,3.0747697522383532,ref
3864,cow_placard,2.3768801653350238,far
3864,duck_placard,0.6867245426401496,far
3864,yellow_pyramid_placard,2.9036627259338275,ref
3864,lion_placard,3.6252062242128886,near
3864,boat_placard,7.137570563203553,far
3864,orange_box_placard,4.446081155794673,ref
3864,car_placard,4.841949390858645,near
3864,pooh_placard,3.7430333469528705,far
3864,green_cone_placard,2.230234156741062,ref
3864,raptor_placard,2.6538429136853665,near
3867,pink_cylinder_placard,5.855985323883942,ref
3867,frog_placard,3.2828952169693366,near
3867,hippo_placard,4.64029834169196,far
3867,blue_cube_placard,2.6936544276868517,ref
3867,airplane_placard,2.9715097424341366,near
3867,red_ball_placard,1.450507261367875,ref
3867,book_placard,1.932214811866288,near
3867,duck_placard,2.988551450886007,far
3867,yellow_pyramid_placard,7.4834601724232925,ref
3867,lion_placard,4.88064742798997,near
3867,boat_placard,2.7278486779887317,far
3867,car_placard,3.8185748168980354,near
3867,pooh_placard,4.2201326391950715,far
3867,green_cone_placard,1.251108749107516,ref
3867,raptor_placard,1.0628411437937757,near
3867,elephant_placard,1.2048578575868305,far
3868,pink_cylinder_placard,1.3668933946428297,ref
3868,cow_placard,1.536279741085309,near
3868,airplane_placard,1.2189223732270875,far
3868,blue_cube_placard,10.348263447665886,ref
3868,boat_placard,7.706623239830606,near
3868,car_placard,8.650124092702754,far
3868,red_ball_placard,4.338249444110261,ref
3868,pooh_placard,4.248664495200501,near
3868,lion_placard,4.058102727505457,far
3868,yellow_pyramid_placard,3.189754090277347,ref
3868,hippo_placard,5.2940218373278185,near
3868,book_placard,3.6607679025214566,far
3868,orange_box_placard,1.6818488895196424,ref
3868,elephant_placard,2.59100953473353,near
3868,frog_placard,1.9111992909693072,far
3868,green_cone_placard,27.55059779997282,ref
3868,duck_placard,7.986888036642995,near
3868,raptor_placard,5.109714831225574,far
3870,pink_cylinder_placard,4.504286396455427,ref
3870,frog_placard,6.015289942468371,near
3870,hippo_placard,6.740989931826334,far
3870,blue_cube_placard,1.5804666485537382,ref
3870,airplane_placard,4.403251560350327,near
3870,cow_placard,2.3541037494433112,far
3870,red_ball_placard,1.5580667070644267,ref
3870,book_placard,1.0547248176690118,near
3870,duck_placard,2.530540913418008,far
3870,yellow_pyramid_placard,4.329810555518634,ref
3870,lion_placard,3.4073467396592605,near
3870,boat_placard,5.326536583663255,far
3870,orange_box_placard,3.6134916706705553,ref
3870,car_placard,5.219062398078677,near
3870,pooh_placard,5.670653213641344,far
3870,green_cone_placard,2.841111321673452,ref
3870,raptor_placard,1.9856162502364896,near
3870,elephant_placard,0.7049640285295027,far
3871,pink_cylinder_placard,0.06838046313714585,ref
3871,cow_placard,4.46397890363005,near
3871,blue_cube_placard,0.992831967130769,ref
3871,boat_placard,2.3065094648336526,near
3871,car_placard,0.3701805164164398,far
3871,red_ball_placard,2.14631422777893,ref
3871,pooh_placard,1.0711903168121353,near
3871,lion_placard,3.3332481873185316,far
3871,yellow_pyramid_placard,0.8677066521195229,ref
3871,hippo_placard,3.899954675725894,near
3871,book_placard,0.1377839090546331,far
3871,orange_box_placard,0.5148186624282971,ref
3871,elephant_placard,0.45820868484042876,near
3871,frog_placard,8.61462361825852,far
3871,duck_placard,0.47168729648547014,near
3871,raptor_placard,3.3878382252296433,far
3872,pink_cylinder_placard,4.120941914865398,ref
3872,frog_placard,3.1660954038561613,near
3872,hippo_placard,5.365886792566471,far
3872,blue_cube_placard,1.0321753544048988,ref
3872,airplane_placard,2.175026061040626,near
3872,cow_placard,2.578695443055949,far
3872,red_ball_placard,1.7499448809358,ref
3872,book_placard,1.098283908006124,near
3872,duck_placard,2.6606307713664137,far
3872,yellow_pyramid_placard,5.106902408635506,ref
3872,lion_placard,3.5846188974574034,near
3872,boat_placard,2.0171641234082927,far
3872,orange_box_placard,2.71081769986813,ref
3872,car_placard,2.3983807820040965,near
3872,pooh_placard,3.0483646421200774,far
3872,green_cone_placard,1.1378614273271523,ref
3872,raptor_placard,1.207528839877341,near
3872,elephant_placard,5.043783466673631,far
3881,pink_cylinder_placard,5.0838259840456885,ref
3881,cow_placard,0.5320070746111014,near
3881,airplane_placard,1.130805411739857,far
3881,blue_cube_placard,1.1787278900737874,ref
3881,boat_placard,2.13208091990964,near
3881,car_placard,3.044773931345844,far
3881,red_ball_placard,6.308424586130059,ref
3881,pooh_placard,3.8852856038938626,near
3881,lion_placard,4.196759993265005,far
3881,yellow_pyramid_placard,2.987340724619571,ref
3881,hippo_placard,4.745888090379594,near
3881,book_placard,2.69925180451537,far
3881,orange_box_placard,0.8875269808995654,ref
3881,elephant_placard,1.0661206236982252,near
3881,frog_placard,3.3568253519624704,far
3881,green_cone_placard,5.232740303796163,ref
3881,duck_placard,6.340108095711912,near
3881,raptor_placard,4.869547409092775,far
3883,pink_cylinder_placard,1.082628122647293,ref
3883,cow_placard,1.0166150238364935,near
3883,airplane_placard,1.184248233505059,far
3883,blue_cube_placard,2.0986741595261265,ref
3883,boat_placard,1.1508483274228638,near
3883,car_placard,2.4983608000911772,far
3883,red_ball_placard,3.2211720442792284,ref
3883,pooh_placard,3.6893012987275142,near
3883,lion_placard,4.452571796544362,far
3883,yellow_pyramid_placard,3.1198365338495933,ref
3883,hippo_placard,2.6462214362836676,near
3883,book_placard,3.729356972631649,far
